"pagename","projectcode","year","month","day","hour","bytes","pageviews","rawTokens","tokens","hour_rank"
"",ja,2010,01,05,02,1121795160,1182382,WrappedArray(),WrappedArray(),1
special search,en,2010,01,05,02,787755335,258518,"WrappedArray(special, search)","WrappedArray(special, search)",2
main page,en,2010,01,05,02,3623107545,230207,"WrappedArray(main, page)","WrappedArray(main, page)",3
"",ru,2010,01,05,02,131739625,114058,WrappedArray(),WrappedArray(),4
"",zh,2010,01,05,02,8419093,98160,WrappedArray(),WrappedArray(),5
404 error,en,2010,01,05,02,183609126,84749,"WrappedArray(404, error)","WrappedArray(404, error)",6
special random,en,2010,01,05,02,28976565,49596,"WrappedArray(special, random)","WrappedArray(special, random)",7
"",ko,2010,01,05,02,23590440,31279,WrappedArray(),WrappedArray(),8
wikipedia portada,es,2010,01,05,02,372949076,22296,"WrappedArray(wikipedia, portada)","WrappedArray(wikipedia, portada)",9
"",ar,2010,01,05,02,13467132,21139,WrappedArray(),WrappedArray(),10
category,ja,2010,01,05,02,1831989,20989,WrappedArray(categori),WrappedArray(categori),11
pagina principale,it,2010,01,05,02,1370475176,19521,"WrappedArray(pagina, principal)","WrappedArray(pagina, principal)",12
export,ja,2010,01,05,02,23048,19511,WrappedArray(export),WrappedArray(export),13
"",th,2010,01,05,02,13973616,17634,WrappedArray(),WrappedArray(),14
"",he,2010,01,05,02,14043839,14192,WrappedArray(),WrappedArray(),15
wikipedia hauptseite,de,2010,01,05,02,144148917,12576,"WrappedArray(wikipedia, hauptseit)","WrappedArray(wikipedia, hauptseit)",16
burj khalifa,en,2010,01,05,02,425168824,11450,"WrappedArray(burj, khalifa)","WrappedArray(burj, khalifa)",17
isaac newton,en,2010,01,05,02,670743518,10278,"WrappedArray(isaac, newton)","WrappedArray(isaac, newton)",18
avatar 2009 film,en,2010,01,05,02,569401482,10186,"WrappedArray(avatar, 2009, film)","WrappedArray(avatar, 2009, film)",19
jeff hardy,en,2010,01,05,02,516278885,8862,"WrappedArray(jeff, hardi)","WrappedArray(jeff, hardi)",20
spezial zuf llige seite,de,2010,01,05,02,5703589,8511,"WrappedArray(spezial, zuf, llige, seit)","WrappedArray(spezial, zuf, llige, seit)",21
dalva de oliveira,pt,2010,01,05,02,79407893,7969,"WrappedArray(dalva, de, oliveira)","WrappedArray(dalva, oliveira)",22
"",uk,2010,01,05,02,3297128,7811,WrappedArray(),WrappedArray(),23
p gina principal,pt,2010,01,05,02,113055706,7718,"WrappedArray(gina, princip)","WrappedArray(gina, princip)",24
special search,es,2010,01,05,02,37928814,7334,"WrappedArray(special, search)","WrappedArray(special, search)",25
the secret life of the american teenager,en,2010,01,05,02,164826262,7132,"WrappedArray(the, secret, life, of, the, american, teenag)","WrappedArray(secret, life, american, teenag)",26
search,en,2010,01,05,02,4279207,6747,WrappedArray(search),WrappedArray(search),27
wikip dia accueil principal,fr,2010,01,05,02,117704136,6474,"WrappedArray(wikip, dia, accueil, princip)","WrappedArray(wikip, dia, accueil, princip)",28
sandro de am rica,es,2010,01,05,02,181442325,6105,"WrappedArray(sandro, de, am, rica)","WrappedArray(sandro, rica)",29
"",sr,2010,01,05,02,3945920,6081,WrappedArray(),WrappedArray(),30
burj dubai,en,2010,01,05,02,214150353,6065,"WrappedArray(burj, dubai)","WrappedArray(burj, dubai)",31
list of tallest buildings and structures in the world,en,2010,01,05,02,165918391,5843,"WrappedArray(list, of, tallest, build, and, structur, in, the, world)","WrappedArray(list, tallest, build, structur, world)",32
spezial search,de,2010,01,05,02,39695528,5835,"WrappedArray(spezial, search)","WrappedArray(spezial, search)",33
"",bg.d,2010,01,05,02,143057,5794,WrappedArray(),WrappedArray(),34
"",el,2010,01,05,02,2718843,5429,WrappedArray(),WrappedArray(),35
special search,de,2010,01,05,02,29861871,5308,"WrappedArray(special, search)","WrappedArray(special, search)",36
herivelto martins,pt,2010,01,05,02,65229968,5224,"WrappedArray(herivelto, martin)","WrappedArray(herivelto, martin)",37
"",bg,2010,01,05,02,5106472,5219,WrappedArray(),WrappedArray(),38
wiki,en,2010,01,05,02,128870520,5125,WrappedArray(wiki),WrappedArray(wiki),39
special export,ja,2010,01,05,02,1321722,5033,"WrappedArray(special, export)","WrappedArray(special, export)",40
texas christian university,en,2010,01,05,02,138042929,5025,"WrappedArray(texa, christian, univers)","WrappedArray(texa, christian, univers)",41
search,ja,2010,01,05,02,3750316,5025,WrappedArray(search),WrappedArray(search),41
"",fa,2010,01,05,02,2450029,5022,WrappedArray(),WrappedArray(),42
"",en,2010,01,05,02,3248840,4958,WrappedArray(),WrappedArray(),43
"",en.d,2010,01,05,02,258766,4799,WrappedArray(),WrappedArray(),44
casey johnson,en,2010,01,05,02,33836482,4476,"WrappedArray(casey, johnson)","WrappedArray(casey, johnson)",45
lady gaga,en,2010,01,05,02,140924060,4429,"WrappedArray(ladi, gaga)","WrappedArray(ladi, gaga)",46
category,zh,2010,01,05,02,722632,4426,WrappedArray(categori),WrappedArray(categori),47
special watchlist,en,2010,01,05,02,154608516,4399,"WrappedArray(special, watchlist)","WrappedArray(special, watchlist)",48
spezial suche,de,2010,01,05,02,12052540,4395,"WrappedArray(spezial, such)",WrappedArray(spezial),49
john cena,en,2010,01,05,02,414179289,4342,"WrappedArray(john, cena)","WrappedArray(john, cena)",50
isaac newton,es,2010,01,05,02,109529111,3996,"WrappedArray(isaac, newton)","WrappedArray(isaac, newton)",51
avatar,en,2010,01,05,02,109919137,3820,WrappedArray(avatar),WrappedArray(avatar),52
2,ja,2010,01,05,02,5530903,3604,WrappedArray(),WrappedArray(),53
file burjdubaiheight svg,en,2010,01,05,02,32915110,3559,"WrappedArray(file, burjdubaiheight, svg)","WrappedArray(file, burjdubaiheight, svg)",54
wikipedia,ja,2010,01,05,02,18237714,3510,WrappedArray(wikipedia),WrappedArray(wikipedia),55
whatlinkshere,ru,2010,01,05,02,224006,3460,WrappedArray(whatlinksher),WrappedArray(whatlinksher),56
recentchangeslinked,ru,2010,01,05,02,156627,3417,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),57
selita ebanks,en,2010,01,05,02,66722176,3378,"WrappedArray(selita, ebank)","WrappedArray(selita, ebank)",58
heroes tv series,en,2010,01,05,02,238553324,3206,"WrappedArray(hero, tv, seri)","WrappedArray(hero, tv, seri)",59
hauptseite,de,2010,01,05,02,34398259,3115,WrappedArray(hauptseit),WrappedArray(hauptseit),60
media johann sebastian bach  aria variata bwv 989  part 2  variations 6 9 ogg,en,2010,01,05,02,108107133,3100,"WrappedArray(media, johann, sebastian, bach, aria, variata, bwv, 989, part, variat, ogg)","WrappedArray(media, johann, sebastian, bach, aria, variata, bwv, 989, variat, ogg)",61
michael mcdonald singer,en,2010,01,05,02,64994678,3037,"WrappedArray(michael, mcdonald, singer)","WrappedArray(michael, mcdonald, singer)",62
strona g  wna,pl,2010,01,05,02,56102495,2977,"WrappedArray(strona, wna)","WrappedArray(strona, wna)",63
julie benz,en,2010,01,05,02,44627723,2959,"WrappedArray(juli, benz)","WrappedArray(juli, benz)",64
bobby lashley,en,2010,01,05,02,105580554,2944,"WrappedArray(bobbi, lashley)","WrappedArray(bobbi, lashley)",65
dubai,en,2010,01,05,02,165894097,2909,WrappedArray(dubai),WrappedArray(dubai),66
kesha singer,en,2010,01,05,02,54901553,2867,"WrappedArray(kesha, singer)","WrappedArray(kesha, singer)",67
brazilian battleship minas geraes,en,2010,01,05,02,79511301,2861,"WrappedArray(brazilian, battleship, mina, gera)","WrappedArray(brazilian, battleship, mina, gera)",68
ric flair,en,2010,01,05,02,164280763,2795,"WrappedArray(ric, flair)","WrappedArray(ric, flair)",69
list of highest grossing films,en,2010,01,05,02,100212837,2764,"WrappedArray(list, of, highest, gross, film)","WrappedArray(list, highest, gross, film)",70
the league of extraordinary gentlemen film,en,2010,01,05,02,41929362,2762,"WrappedArray(the, leagu, of, extraordinari, gentlemen, film)","WrappedArray(leagu, extraordinari, gentlemen, film)",71
script kiddie,en,2010,01,05,02,64315165,2737,"WrappedArray(script, kiddi)","WrappedArray(script, kiddi)",72
"",he.s,2010,01,05,02,150619,2645,WrappedArray(),WrappedArray(),73
ernie davis,en,2010,01,05,02,56210218,2636,"WrappedArray(erni, davi)","WrappedArray(erni, davi)",74
how i met your mother,en,2010,01,05,02,52169960,2633,"WrappedArray(how, met, your, mother)","WrappedArray(met, mother)",75
3,ja,2010,01,05,02,20304670,2384,WrappedArray(),WrappedArray(),76
hulk hogan,en,2010,01,05,02,159033962,2367,"WrappedArray(hulk, hogan)","WrappedArray(hulk, hogan)",77
deaths in 2010,en,2010,01,05,02,26133572,2362,"WrappedArray(death, in, 2010)","WrappedArray(death, 2010)",78
portal huvudsida,sv,2010,01,05,02,24531136,2263,"WrappedArray(portal, huvudsida)","WrappedArray(portal, huvudsida)",79
file burj dubai dubai3214 jpg,en,2010,01,05,02,25102300,2257,"WrappedArray(file, burj, dubai, dubai3214, jpg)","WrappedArray(file, burj, dubai, dubai3214, jpg)",80
justin bieber,en,2010,01,05,02,44788287,2247,"WrappedArray(justin, bieber)","WrappedArray(justin, bieber)",81
total nonstop action wrestling,en,2010,01,05,02,73577595,2247,"WrappedArray(total, nonstop, action, wrestl)","WrappedArray(total, nonstop, action, wrestl)",81
boise state university,en,2010,01,05,02,56469317,2227,"WrappedArray(bois, state, univers)","WrappedArray(bois, state, univers)",82
bret hart,en,2010,01,05,02,151225141,2208,"WrappedArray(bret, hart)","WrappedArray(bret, hart)",83
http 404,en,2010,01,05,02,18804942,2198,"WrappedArray(http, 404)","WrappedArray(http, 404)",84
"",ja.d,2010,01,05,02,696409,2187,WrappedArray(),WrappedArray(),85
the bachelor tv series,en,2010,01,05,02,26722584,2137,"WrappedArray(the, bachelor, tv, seri)","WrappedArray(bachelor, tv, seri)",86
fiesta bowl,en,2010,01,05,02,57507221,2126,"WrappedArray(fiesta, bowl)","WrappedArray(fiesta, bowl)",87
tila tequila,en,2010,01,05,02,56084929,2079,"WrappedArray(tila, tequila)","WrappedArray(tila, tequila)",88
special search,fr,2010,01,05,02,11982244,2066,"WrappedArray(special, search)","WrappedArray(special, search)",89
"",mk,2010,01,05,02,1398000,2054,WrappedArray(),WrappedArray(),90
james cameron,en,2010,01,05,02,66181888,1997,"WrappedArray(jame, cameron)","WrappedArray(jame, cameron)",91
mayim bialik,en,2010,01,05,02,26941918,1976,"WrappedArray(mayim, bialik)","WrappedArray(mayim, bialik)",92
lost tv series,en,2010,01,05,02,129249591,1971,"WrappedArray(lost, tv, seri)","WrappedArray(lost, tv, seri)",93
2010 in film,en,2010,01,05,02,72204252,1967,"WrappedArray(2010, in, film)","WrappedArray(2010, film)",94
yemen,en,2010,01,05,02,102843368,1957,WrappedArray(yemen),WrappedArray(yemen),95
frances farmer,en,2010,01,05,02,37155558,1952,"WrappedArray(franc, farmer)","WrappedArray(franc, farmer)",96
one piece,ja,2010,01,05,02,30067079,1943,"WrappedArray(one, piec)",WrappedArray(piec),97
"",hi,2010,01,05,02,1826185,1940,WrappedArray(),WrappedArray(),98
the lovely bones,en,2010,01,05,02,33704859,1935,"WrappedArray(the, love, bone)","WrappedArray(love, bone)",99
"",ru.d,2010,01,05,02,237525,1934,WrappedArray(),WrappedArray(),100
"",mr,2010,01,05,02,1451520,1930,WrappedArray(),WrappedArray(),101
file burj khalifaz jpg,en,2010,01,05,02,14986568,1915,"WrappedArray(file, burj, khalifaz, jpg)","WrappedArray(file, burj, khalifaz, jpg)",102
santo graal,pt,2010,01,05,02,31908908,1913,"WrappedArray(santo, graal)","WrappedArray(santo, graal)",103
file burj dubai 20090916 jpg,en,2010,01,05,02,24469940,1890,"WrappedArray(file, burj, dubai, 20090916, jpg)","WrappedArray(file, burj, dubai, 20090916, jpg)",104
allan quatermain,en,2010,01,05,02,28611273,1851,"WrappedArray(allan, quatermain)","WrappedArray(allan, quatermain)",105
special search,ja,2010,01,05,02,6924847,1846,"WrappedArray(special, search)","WrappedArray(special, search)",106
youtube,en,2010,01,05,02,95202639,1833,WrappedArray(youtub),WrappedArray(youtub),107
blossom tv series,en,2010,01,05,02,23067606,1830,"WrappedArray(blossom, tv, seri)","WrappedArray(blossom, tv, seri)",108
the hangover film,en,2010,01,05,02,34756405,1830,"WrappedArray(the, hangov, film)","WrappedArray(hangov, film)",108
paranormal activity film,en,2010,01,05,02,46038759,1823,"WrappedArray(paranorm, activ, film)","WrappedArray(paranorm, activ, film)",109
w index php,ru,2010,01,05,02,174574402,1821,"WrappedArray(index, php)","WrappedArray(index, php)",110
ya an  martins,pt,2010,01,05,02,10957591,1815,"WrappedArray(ya, an, martin)","WrappedArray(ya, martin)",111
facebook,en,2010,01,05,02,123919300,1810,WrappedArray(facebook),WrappedArray(facebook),112
glee tv series,en,2010,01,05,02,75452785,1803,"WrappedArray(glee, tv, seri)","WrappedArray(glee, tv, seri)",113
special search,zh,2010,01,05,02,22192462,1800,"WrappedArray(special, search)","WrappedArray(special, search)",114
"",ka,2010,01,05,02,1776669,1794,WrappedArray(),WrappedArray(),115
scott hall,en,2010,01,05,02,93240738,1794,"WrappedArray(scott, hall)","WrappedArray(scott, hall)",115
the league of extraordinary gentlemen,en,2010,01,05,02,39163182,1786,"WrappedArray(the, leagu, of, extraordinari, gentlemen)","WrappedArray(leagu, extraordinari, gentlemen)",116
wikipedia,zh,2010,01,05,02,26828620,1786,WrappedArray(wikipedia),WrappedArray(wikipedia),116
lil wayne,en,2010,01,05,02,59390074,1765,"WrappedArray(lil, wayn)","WrappedArray(lil, wayn)",117
united states,en,2010,01,05,02,228383854,1757,"WrappedArray(unit, state)","WrappedArray(unit, state)",118
sherlock holmes,en,2010,01,05,02,68374466,1746,"WrappedArray(sherlock, holm)","WrappedArray(sherlock, holm)",119
ncis tv series,en,2010,01,05,02,38449994,1744,"WrappedArray(nci, tv, seri)","WrappedArray(nci, tv, seri)",120
o c digo da vinci,pt,2010,01,05,02,26535749,1741,"WrappedArray(digo, da, vinci)","WrappedArray(digo, da, vinci)",121
pery ribeiro,pt,2010,01,05,02,11444434,1730,"WrappedArray(peri, ribeiro)","WrappedArray(peri, ribeiro)",122
accueil,fr,2010,01,05,02,18990590,1716,WrappedArray(accueil),WrappedArray(accueil),123
list of house episodes,en,2010,01,05,02,63192471,1714,"WrappedArray(list, of, hous, episod)","WrappedArray(list, hous, episod)",124
list of heroes episodes,en,2010,01,05,02,78768123,1713,"WrappedArray(list, of, hero, episod)","WrappedArray(list, hero, episod)",125
boise state broncos football,en,2010,01,05,02,34845309,1712,"WrappedArray(bois, state, bronco, footbal)","WrappedArray(bois, state, bronco, footbal)",126
priorado de si o,pt,2010,01,05,02,39756004,1707,"WrappedArray(priorado, de, si)","WrappedArray(priorado, si)",127
the picture of dorian gray,en,2010,01,05,02,42572186,1692,"WrappedArray(the, pictur, of, dorian, gray)","WrappedArray(pictur, dorian, gray)",128
burj dubai,es,2010,01,05,02,23037496,1671,"WrappedArray(burj, dubai)","WrappedArray(burj, dubai)",129
special,zh,2010,01,05,02,1088413,1660,WrappedArray(special),WrappedArray(special),130
wiktionary main page,en.d,2010,01,05,02,54636868,1656,"WrappedArray(wiktionari, main, page)","WrappedArray(wiktionari, main, page)",131
family guy,en,2010,01,05,02,71977604,1646,"WrappedArray(famili, guy)","WrappedArray(famili, guy)",132
doctor who,en,2010,01,05,02,98565572,1646,"WrappedArray(doctor, who)",WrappedArray(doctor),132
house tv series,en,2010,01,05,02,126437651,1645,"WrappedArray(hous, tv, seri)","WrappedArray(hous, tv, seri)",133
woody johnson,en,2010,01,05,02,23081408,1632,"WrappedArray(woodi, johnson)","WrappedArray(woodi, johnson)",134
search,ru,2010,01,05,02,9742975,1626,WrappedArray(search),WrappedArray(search),135
speciale ricerca,it,2010,01,05,02,4673174,1594,"WrappedArray(special, ricerca)","WrappedArray(special, ricerca)",136
zoe salda a,en,2010,01,05,02,19529049,1592,"WrappedArray(zoe, salda)","WrappedArray(zoe, salda)",137
mythbusters,en,2010,01,05,02,21822877,1592,WrappedArray(mythbust),WrappedArray(mythbust),137
tcu horned frogs football,en,2010,01,05,02,55787482,1585,"WrappedArray(tcu, horn, frog, footbal)","WrappedArray(tcu, horn, frog, footbal)",138
matt kemp,en,2010,01,05,02,27618820,1572,"WrappedArray(matt, kemp)","WrappedArray(matt, kemp)",139
the lovely bones film,en,2010,01,05,02,54332965,1570,"WrappedArray(the, love, bone, film)","WrappedArray(love, bone, film)",140
list of how i met your mother episodes,en,2010,01,05,02,38183581,1557,"WrappedArray(list, of, how, met, your, mother, episod)","WrappedArray(list, met, mother, episod)",141
mike shanahan,en,2010,01,05,02,35196301,1556,"WrappedArray(mike, shanahan)","WrappedArray(mike, shanahan)",142
miley cyrus,en,2010,01,05,02,56530593,1554,"WrappedArray(miley, cyru)","WrappedArray(miley, cyru)",143
lexikon,de,2010,01,05,02,8178386,1553,WrappedArray(lexikon),WrappedArray(lexikon),144
drake entertainer,en,2010,01,05,02,26727236,1531,"WrappedArray(drake, entertain)","WrappedArray(drake, entertain)",145
especial busca,pt,2010,01,05,02,4571026,1528,"WrappedArray(especi, busca)","WrappedArray(especi, busca)",146
list of total nonstop action wrestling employees,en,2010,01,05,02,34608636,1523,"WrappedArray(list, of, total, nonstop, action, wrestl, employe)","WrappedArray(list, total, nonstop, action, wrestl, employe)",147
portal current events,en,2010,01,05,02,63617082,1517,"WrappedArray(portal, current, event)","WrappedArray(portal, current, event)",148
the rev,en,2010,01,05,02,17021107,1516,"WrappedArray(the, rev)",WrappedArray(rev),149
portal,ja,2010,01,05,02,71913361,1515,WrappedArray(portal),WrappedArray(portal),150
sean waltman,en,2010,01,05,02,54481630,1509,"WrappedArray(sean, waltman)","WrappedArray(sean, waltman)",151
michael jackson,en,2010,01,05,02,116860393,1503,"WrappedArray(michael, jackson)","WrappedArray(michael, jackson)",152
dexter tv series,en,2010,01,05,02,68828801,1486,"WrappedArray(dexter, tv, seri)","WrappedArray(dexter, tv, seri)",153
sherlock holmes 2009 film,en,2010,01,05,02,46534891,1482,"WrappedArray(sherlock, holm, 2009, film)","WrappedArray(sherlock, holm, 2009, film)",154
sandro de am rica,en,2010,01,05,02,13330649,1473,"WrappedArray(sandro, de, am, rica)","WrappedArray(sandro, rica)",155
sam worthington,en,2010,01,05,02,14752560,1470,"WrappedArray(sam, worthington)","WrappedArray(sam, worthington)",156
1,ja,2010,01,05,02,3160201,1463,WrappedArray(),WrappedArray(),157
4,ja,2010,01,05,02,3259032,1453,WrappedArray(),WrappedArray(),158
taipei 101,en,2010,01,05,02,42817716,1441,"WrappedArray(taipei, 101)","WrappedArray(taipei, 101)",159
list of family guy episodes,en,2010,01,05,02,35332421,1441,"WrappedArray(list, of, famili, guy, episod)","WrappedArray(list, famili, guy, episod)",159
brittany murphy,en,2010,01,05,02,27067522,1437,"WrappedArray(brittani, murphi)","WrappedArray(brittani, murphi)",160
av,ja,2010,01,05,02,74301165,1413,WrappedArray(av),WrappedArray(av),161
special autologin,meta.m,2010,01,05,02,2360854,1407,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",162
special autologin,en.n,2010,01,05,02,2981913,1404,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",163
warren beatty,en,2010,01,05,02,37582502,1399,"WrappedArray(warren, beatti)","WrappedArray(warren, beatti)",164
special autologin,en.b,2010,01,05,02,6675953,1395,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",165
special autologin,en.d,2010,01,05,02,3823362,1394,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",166
seven deadly sins,en,2010,01,05,02,33522198,1392,"WrappedArray(seven, deadli, sin)","WrappedArray(seven, deadli, sin)",167
wikipedia,en,2010,01,05,02,129795010,1390,WrappedArray(wikipedia),WrappedArray(wikipedia),168
main page,commons.m,2010,01,05,02,27491343,1383,"WrappedArray(main, page)","WrappedArray(main, page)",169
special autologin,en.q,2010,01,05,02,2653298,1382,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",170
united arab emirates,en,2010,01,05,02,116006651,1381,"WrappedArray(unit, arab, emir)","WrappedArray(unit, arab, emir)",171
special autologin,www.w,2010,01,05,02,2619637,1379,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",172
special autologin,en.s,2010,01,05,02,2776462,1376,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",173
reyes magos,es,2010,01,05,02,27413149,1375,"WrappedArray(rey, mago)","WrappedArray(rey, mago)",174
special autologin,en.v,2010,01,05,02,1994428,1370,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",175
special autologin,species.m,2010,01,05,02,2793077,1367,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",176
nhk,ja,2010,01,05,02,14111951,1364,WrappedArray(nhk),WrappedArray(nhk),177
special autologin,commons.m,2010,01,05,02,2608508,1355,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",178
the big bang theory,en,2010,01,05,02,31773271,1354,"WrappedArray(the, big, bang, theori)","WrappedArray(big, bang, theori)",179
akb48,ja,2010,01,05,02,65597462,1344,WrappedArray(akb48),WrappedArray(akb48),180
selena gomez,en,2010,01,05,02,39338486,1341,"WrappedArray(selena, gomez)","WrappedArray(selena, gomez)",181
brit hume,en,2010,01,05,02,15813538,1326,"WrappedArray(brit, hume)","WrappedArray(brit, hume)",182
true blood,en,2010,01,05,02,37721026,1323,"WrappedArray(true, blood)","WrappedArray(true, blood)",183
kari byron,en,2010,01,05,02,13023553,1317,"WrappedArray(kari, byron)","WrappedArray(kari, byron)",184
accidentally on purpose tv series,en,2010,01,05,02,11263995,1311,"WrappedArray(accident, on, purpos, tv, seri)","WrappedArray(accident, purpos, tv, seri)",185
the book of eli,en,2010,01,05,02,16446340,1311,"WrappedArray(the, book, of, eli)","WrappedArray(book, eli)",185
chuck tv series,en,2010,01,05,02,51866288,1309,"WrappedArray(chuck, tv, seri)","WrappedArray(chuck, tv, seri)",186
oral sex,en,2010,01,05,02,26437362,1297,"WrappedArray(oral, sex)","WrappedArray(oral, sex)",187
michael oher,en,2010,01,05,02,23546811,1293,"WrappedArray(michael, oher)","WrappedArray(michael, oher)",188
taylor swift,en,2010,01,05,02,54619574,1289,"WrappedArray(taylor, swift)","WrappedArray(taylor, swift)",189
kvly tv mast,en,2010,01,05,02,10879029,1275,"WrappedArray(kvli, tv, mast)","WrappedArray(kvli, tv, mast)",190
2 girls 1 cup,en,2010,01,05,02,18590992,1266,"WrappedArray(girl, cup)","WrappedArray(girl, cup)",191
tiger woods,en,2010,01,05,02,104287089,1250,"WrappedArray(tiger, wood)","WrappedArray(tiger, wood)",192
eminem,en,2010,01,05,02,63817474,1249,WrappedArray(eminem),WrappedArray(eminem),193
artie lange,en,2010,01,05,02,35869280,1246,"WrappedArray(arti, lang)","WrappedArray(arti, lang)",194
1  5,ja,2010,01,05,02,44164722,1243,WrappedArray(),WrappedArray(),195
lisa marie varon,en,2010,01,05,02,51432259,1236,"WrappedArray(lisa, mari, varon)","WrappedArray(lisa, mari, varon)",196
whatlinkshere,uk,2010,01,05,02,128712,1222,WrappedArray(whatlinksher),WrappedArray(whatlinksher),197
gossip girl tv series,en,2010,01,05,02,30411021,1221,"WrappedArray(gossip, girl, tv, seri)","WrappedArray(gossip, girl, tv, seri)",198
special randompage,en,2010,01,05,02,701002,1219,"WrappedArray(special, randompag)","WrappedArray(special, randompag)",199
the secret life of the american teenager season 2,en,2010,01,05,02,21731415,1209,"WrappedArray(the, secret, life, of, the, american, teenag, season)","WrappedArray(secret, life, american, teenag, season)",200
"",ja,2010,01,05,09,1302826394,1846518,WrappedArray(),WrappedArray(),1
"",ru,2010,01,05,09,583570665,364623,WrappedArray(),WrappedArray(),2
special search,en,2010,01,05,09,824225032,204965,"WrappedArray(special, search)","WrappedArray(special, search)",3
main page,en,2010,01,05,09,3313748561,168287,"WrappedArray(main, page)","WrappedArray(main, page)",4
"",zh,2010,01,05,09,9366916,102443,WrappedArray(),WrappedArray(),5
404 error,en,2010,01,05,09,177742596,64803,"WrappedArray(404, error)","WrappedArray(404, error)",6
wikipedia hauptseite,de,2010,01,05,09,883444995,61421,"WrappedArray(wikipedia, hauptseit)","WrappedArray(wikipedia, hauptseit)",7
"",th,2010,01,05,09,26195987,51596,WrappedArray(),WrappedArray(),8
"",he,2010,01,05,09,40561042,46223,WrappedArray(),WrappedArray(),9
special random,en,2010,01,05,09,26725759,45493,"WrappedArray(special, random)","WrappedArray(special, random)",10
"",ko,2010,01,05,09,29094363,44774,WrappedArray(),WrappedArray(),11
"",ar,2010,01,05,09,47512921,42122,WrappedArray(),WrappedArray(),12
category,ja,2010,01,05,09,3153216,33981,WrappedArray(categori),WrappedArray(categori),13
pagina principale,it,2010,01,05,09,2027287404,33391,"WrappedArray(pagina, principal)","WrappedArray(pagina, principal)",14
"",fa,2010,01,05,09,17042304,27339,WrappedArray(),WrappedArray(),15
spezial search,de,2010,01,05,09,251462299,25550,"WrappedArray(spezial, search)","WrappedArray(spezial, search)",16
"",bg,2010,01,05,09,14621789,25008,WrappedArray(),WrappedArray(),17
special search,de,2010,01,05,09,153376089,24876,"WrappedArray(special, search)","WrappedArray(special, search)",18
wikip dia accueil principal,fr,2010,01,05,09,411311828,23685,"WrappedArray(wikip, dia, accueil, princip)","WrappedArray(wikip, dia, accueil, princip)",19
hauptseite,de,2010,01,05,09,341571093,22615,WrappedArray(hauptseit),WrappedArray(hauptseit),20
export,ja,2010,01,05,09,29103,21422,WrappedArray(export),WrappedArray(export),21
strona g  wna,pl,2010,01,05,09,421541760,16111,"WrappedArray(strona, wna)","WrappedArray(strona, wna)",22
"",uk,2010,01,05,09,17562306,14997,WrappedArray(),WrappedArray(),23
"",el,2010,01,05,09,9507185,14922,WrappedArray(),WrappedArray(),24
spezial zuf llige seite,de,2010,01,05,09,9633559,14157,"WrappedArray(spezial, zuf, llige, seit)","WrappedArray(spezial, zuf, llige, seit)",25
hoofdpagina,nl,2010,01,05,09,286503363,10356,WrappedArray(hoofdpagina),WrappedArray(hoofdpagina),26
index html,en,2010,01,05,09,83083616,10045,"WrappedArray(index, html)","WrappedArray(index, html)",27
burj khalifa,en,2010,01,05,09,555463601,9868,"WrappedArray(burj, khalifa)","WrappedArray(burj, khalifa)",28
wikipedia portada,es,2010,01,05,09,216249634,9485,"WrappedArray(wikipedia, portada)","WrappedArray(wikipedia, portada)",29
spezial suche,de,2010,01,05,09,31094109,9449,"WrappedArray(spezial, such)",WrappedArray(spezial),30
search,en,2010,01,05,09,5207906,8423,WrappedArray(search),WrappedArray(search),31
search,ja,2010,01,05,09,7160295,7465,WrappedArray(search),WrappedArray(search),32
special search,fr,2010,01,05,09,45203613,7124,"WrappedArray(special, search)","WrappedArray(special, search)",33
avatar 2009 film,en,2010,01,05,09,417066665,6780,"WrappedArray(avatar, 2009, film)","WrappedArray(avatar, 2009, film)",34
"",bg.d,2010,01,05,09,177264,6763,WrappedArray(),WrappedArray(),35
accueil,fr,2010,01,05,09,117932412,6757,WrappedArray(accueil),WrappedArray(accueil),36
"",en,2010,01,05,09,3486540,6432,WrappedArray(),WrappedArray(),37
2,ja,2010,01,05,09,8242563,6252,WrappedArray(),WrappedArray(),38
hlavn  strana,cs,2010,01,05,09,133007252,6183,"WrappedArray(hlavn, strana)","WrappedArray(hlavn, strana)",39
burj dubai,en,2010,01,05,09,335745452,6182,"WrappedArray(burj, dubai)","WrappedArray(burj, dubai)",40
"",sr,2010,01,05,09,6184538,5473,WrappedArray(),WrappedArray(),41
special export,ja,2010,01,05,09,1649287,5412,"WrappedArray(special, export)","WrappedArray(special, export)",42
wikipedia,ja,2010,01,05,09,21468246,5318,WrappedArray(wikipedia),WrappedArray(wikipedia),43
"",en.d,2010,01,05,09,300517,5116,WrappedArray(),WrappedArray(),44
